label,expected_prediction,expected_confidence,expected_correct,source_port,destination_port,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length_1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
DoS Slowhttptest,DoS Slowhttptest,1,True,35504,80,6,2999762,8,1,1780,1.96450855583e-10,356,0,222.5,184.2475043,0,0,0,0,593.380408202,3.000238019,374970.25,488007.4167,1370256,4.00000000003,2999762,428537.4286,501060.545,1370256,4.0000000007,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,263.999999999,39.9999999999,2.66687823899,0.333359780002,0,356,178,187.6284745,35204.44444,0,0,0,1,0,0,0,0,0,197.7777778,222.5,0,263.999999999,0,0,0,0,0,0,8,1780,1,1.70985003933e-10,29200,28960,5,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS slowloris,DoS Slowhttptest,0.55,False,33338,80,6,2855043,8,1,1155,1.96450855583e-10,231,0,144.375,119.5538582,0,0,0,0,404.547322101,3.15231679501,356880.375,453741.9271,1257607,95.0000000001,2855043,407863.2857,464688.7598,1257607,458.000000001,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,263.999999999,39.9999999999,2.80205937399,0.350257422002,0,231,115.5,121.7476899,14822.5,0,0,0,1,0,0,0,0,0,128.3333333,144.375,0,263.999999999,0,0,0,0,0,0,8,1155,1,1.70985003933e-10,29200,28960,5,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS slowloris,DoS GoldenEye,0.66,False,33362,80,6,5024698,7,7,395,9375,395,0,56.42857143,149.2959668,5792,0,1339.285714,2067.882872,1944.395464,2.78623710302,386515.2308,1386792.518,5002022,14.0000000003,22676,3779.333333,5404.180629,12820,243,5024596,837432.6667,2040884.606,5003356,14.0000000008,0,0,0,0,231.999999998,232,1.393118552,1.393118552,0,5792,651.3333333,1511.979293,2286081.381,0,0,0,1,0,0,0,0,1,697.8571429,56.42857143,1339.285714,231.999999998,0,0,0,0,0,0,7,395,7,9375,29200,235,1,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS slowloris,DoS slowloris,1,True,54492,80,6,105674617,16,3,2541,6.00000000022,231,0,158.8125,110.5828309,6,0,2,3.464101615,24.1022875006,0.179797197998,5870812.056,12500000,51300000,74.0000000003,106000000,7044969.533,13500000,51300000,220,103000000,51300000,28200000,71300000,31400000,0,0,0,0,535.999999999,99.9999999999,0.151408165999,0.0283890310002,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2,535.999999999,0,0,0,0,0,0,16,2541,3,6.00000000001,29200,0,11,32,4709938.5,6660202.71,9419413,464,19300000,18800000,51300000,5705631
DoS slowloris,DoS slowloris,1,True,53898,80,6,119016275,2,2,16,1.96450855583e-10,8,8,8,0,0,0,0,0,0.134435396641,0.0336088490003,39700000,68700000,119000000,43.0000000001,119000000,119000000,0,119000000,119000000,119000000,119000000,2.32830643654e-10,119000000,119000000,1,0,0,0,63.9999999992,64,0.0168044239908,0.0168044239999,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,63.9999999992,0,0,0,0,0,0,2,16,2,1.70985003933e-10,229,235,1,32,128,0,128,128,119000000,3.49245965481e-10,119000000,119000000
DoS slowloris,DoS slowloris,1,True,60684,80,6,3003747,3,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.998752558007,1501873.5,710044.8099,2003951,999796,3003747,1501873.5,710044.8099,2003951,999796,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,120,0,0.998752558015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,3,0,0,1.70985003933e-10,29200,-1,0,39.9999999999,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS slowloris,DoS slowloris,1,True,59094,80,6,103571182,15,3,2541,6.00000000022,231,0,169.4,105.7374106,6,0,2,3.464101615,24.5917826816,0.173793516995,6092422.471,12900000,51300000,106,104000000,7397933.071,13900000,51300000,471.000000001,103000000,51300000,28100000,71200000,31400000,0,0,0,0,495.999999998,99.9999999999,0.144827931013,0.0289655859997,0,231,134.0526316,116.8034787,13643.05263,0,0,0,1,0,0,0,0,0,141.5,169.4,2,495.999999998,0,0,0,0,0,0,15,2541,3,6.00000000001,29200,0,11,32,3706216.5,5240639.177,7411908,525,19200000,18800000,51300000,5774243
DoS slowloris,DoS slowloris,1,True,53890,80,6,100000663,2,2,16,1.96450855583e-10,8,8,8,0,0,0,0,0,0.159998939838,0.0399997350178,33300000,57700000,100000000,54.0000000001,100000000,100000000,0,100000000,100000000,100000000,100000000,2.32830643654e-10,100000000,100000000,1,0,0,0,63.9999999992,64,0.0199998670068,0.0199998670014,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6,8,0,63.9999999992,0,0,0,0,0,0,2,16,2,1.70985003933e-10,229,235,1,32,54,0,54.0000000001,54,100000000,3.49245965481e-10,100000000,100000000
FTP-Patator,BENIGN,0.52,False,60128,21,6,47,1,1,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,42553.19149,47,4.65661287308e-10,47,47,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,31.9999999981,31.9999999999,21276.59574,21276.59574,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,31.9999999981,0,0,0,0,0,0,1,0,1,1.70985003933e-10,229,227,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
FTP-Patator,BENIGN,0.78,False,60132,21,6,20.0000000019,1,1,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,100000,20.0000000002,4.65661287308e-10,20,20.0000000001,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,31.9999999981,31.9999999999,50000,50000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,31.9999999981,0,0,0,0,0,0,1,0,1,1.70985003933e-10,229,227,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
FTP-Patator,FTP-Patator,1,True,55558,21,6,208,2,1,14,1.96450855583e-10,14,0,7,9.899494937,0,0,0,0,67307.69231,14423.07692,104,63.6396103101,149,59.0000000002,208,208,0,208.000000002,208.000000001,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,1,0,0,0,63.9999999992,19.9999999999,9615.384615,4807.692308,0,14,7,8.082903769,65.3333333301,0,1,0,0,1,0,0,0,0,9.333333333,7,0,63.9999999992,0,0,0,0,0,0,2,14,1,1.70985003933e-10,229,0,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
FTP-Patator,FTP-Patator,1,True,53270,21,6,274,2,1,14,1.96450855583e-10,14,0,7,9.899494937,0,0,0,0,51094.89051,10948.90511,137,32.5269119302,160,114,274.000000002,274,0,274,274.000000001,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,1,0,0,0,63.9999999992,19.9999999999,7299.270073,3649.635036,0,14,7,8.082903769,65.3333333301,0,1,0,0,1,0,0,0,0,9.333333333,7,0,63.9999999992,0,0,0,0,0,0,2,14,1,1.70985003933e-10,229,0,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
FTP-Patator,FTP-Patator,1,True,60058,21,6,9647930,9,15,109,188,25,0,12.11111111,9.955456349,34,0,12.53333333,14.54975045,30.783805442,2.48758023701,419475.2174,1095705.785,3580707,3.00000000006,6025825,753228.125,1394267.859,3134689,3,9647826,689130.4286,1353376.868,3580707,3.00000000012,0,0,0,0,295.999999998,488,0.932842588991,1.554737648,0,34,11.88,12.75512969,162.6933333,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,295.999999998,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
FTP-Patator,FTP-Patator,1,True,56694,21,6,251.000000002,2,1,14,1.96450855583e-10,14,0,7,9.899494937,0,0,0,0,55776.89243,11952.19124,125.5,105.3589104,200.000000002,51.0000000002,251.000000002,251,0,251.000000002,251.000000001,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,1,0,0,0,63.9999999992,19.9999999999,7968.12749,3984.063745,0,14,7,8.082903769,65.3333333301,0,1,0,0,1,0,0,0,0,9.333333333,7,0,63.9999999992,0,0,0,0,0,0,2,14,1,1.70985003933e-10,229,0,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
FTP-Patator,FTP-Patator,1,True,59894,21,6,226,2,1,14,1.96450855583e-10,14,0,7,9.899494937,0,0,0,0,61946.90265,13274.33628,113,87.6812408702,175,51.0000000002,226,226,0,226.000000002,226.000000001,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,1,0,0,0,63.9999999992,19.9999999999,8849.557522,4424.778761,0,14,7,8.082903769,65.3333333301,0,1,0,0,1,0,0,0,0,9.333333333,7,0,63.9999999992,0,0,0,0,0,0,2,14,1,1.70985003933e-10,229,0,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Heartbleed,Heartbleed,0.98,True,45022,444,6,119259012,2801,2069,12264,7879536,4344,0,4.378436273,83.10784486,15928,0,3808.378927,2459.369265,66173.61546,40.83548839,24493.53296,153287.5304,995262,1.7462298274e-10,119000000,42592.48179,200437.9726,996257,0,119000000,57668.76064,231138.5291,995262,2.00000000035,0,0,0,0,89632,66208,23.48669466,17.34879373,0,15928,1621.05194,2471.802162,6109805.929,0,0,0,0,1,0,0,0,0,1621.384805,4.378436273,3808.378927,89632,0,0,0,0,0,0,2801,12264,2069,7879536,235,235,120,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Heartbleed,Heartbleed,0.62,True,45022,444,6,119261118,2794,2130,12264,7879536,4344,0,4.38940587,83.21163543,13032,0,3699.312676,2314.906035,66172.44692,41.28755526,24225.29311,152596.5581,995259,1.7462298274e-10,119000000,42699.91694,200852.4929,996402,0,119000000,56017.42696,228206.6403,995259,1.00000000047,0,0,0,0,89408,68160,23.42758517,17.85997009,0,13032,1603.27797,2381.909586,5673493.274,0,0,0,0,1,0,0,0,0,1603.603574,4.38940587,3699.312676,89408,0,0,0,0,0,0,2794,12264,2130,7879536,235,235,120,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Heartbleed,Heartbleed,0.89,True,45022,444,6,119297996,2782,2089,9368,7882432,1448,0,3.36736161,30.50502966,17376,0,3773.303973,2372.06653,66151.99135,40.83052661,24496.50842,153244.6799,995302,1.7462298274e-10,119000000,42897.49874,201057.4173,998229,0,119000000,57135.03448,230051.9919,995302,2.00000000035,0,0,0,0,89024,66848,23.31975468,17.51077193,0,17376,1620.124795,2427.68666,5893662.519,0,0,0,0,1,0,0,0,0,1620.457401,3.36736161,3773.303973,89024,0,0,0,0,0,0,2782,9368,2089,7882432,235,235,120,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Heartbleed,Heartbleed,0.95,True,45022,444,6,119296592,2797,2006,13712,7878088,5792,0,4.902395424,110.2779074,13032,0,3927.262213,2443.434007,66152.7699,40.26099924,24843.10537,153403.7113,995988,-0.999999999796,119000000,42666.8784,200137.5173,996943,0,119000000,59480.76708,234233.8969,995988,1.00000000047,0,0,0,0,89504,64192,23.44576616,16.81523308,0,13032,1643.961699,2498.976978,6244885.935,0,0,0,0,1,0,0,0,0,1644.303977,4.902395424,3927.262213,89504,0,0,0,0,0,0,2797,13712,2006,7878088,349,349,120,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Infiltration,Infiltration,0.86,True,1260,444,6,99651130,15,15,5108,90,1460,6,340.5333333,456.2038809,6,6,6,0,52.1619774911,0.301050274007,3436245.862,18300000,98500000,3.00000000006,99700000,7117887.429,26300000,98500000,3,99700000,7117903.286,26300000,98500000,4,1,0,0,0,299.999999998,300,0.150525137004,0.150525137001,6,1460,169.6129032,354.2817784,125515.5785,0,1,0,0,1,0,0,0,1,175.2666667,340.5333333,6,299.999999998,0,0,0,0,0,0,15,5108,15,90.0000000001,255,652,14,20,570315,0,570315,570315,98500000,3.49245965481e-10,98500000,98500000
Infiltration,Infiltration,0.86,True,54119,444,6,119992821,2252,2250,929308,13500,1272,6,412.6589698,304.9632397,6,6,6,0,7857.203391,37.51891124,26659.14708,478609.8093,30300000,1.00000000015,120000000,53306.45091,676742.9543,30300000,113,120000000,53339.03112,676148.0116,30300000,476,0,0,0,0,45040,45000,18.76778945,18.75112179,6,1272,209.3746391,296.4006569,87853.3494,0,0,0,0,1,0,0,0,0,209.4211462,412.6589698,6,45040,0,0,0,0,0,0,2252,929308,2250,13500,3294,3294,2251,20,34300000,11400000,42400000,26200000,19400000,15500000,30300000,8400626
Infiltration,Infiltration,0.84,True,54119,444,6,119993844,3813,3811,1752551,22866,1271,6,459.6252295,246.7309368,6,6,6,0,14795.9007,63.53659276,15741.02637,23598.93704,841617,1.00000000015,120000000,31477.9234,26457.84929,861387,93.0000000003,120000000,31485.6021,25623.9489,842050,519,0,0,0,0,76260,76220,31.77663014,31.75996262,6,1271,232.8423607,286.1621682,81888.78653,0,0,0,0,1,0,0,0,0,232.8729014,459.6252295,6,76260,0,0,0,0,0,0,3813,1752551,3811,22866,3294,3294,3812,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Infiltration,Infiltration,0.84,True,54119,444,6,119995180,1819,1817,489184,10902,1271,6,268.9301814,265.6506388,6,6,6,0,4167.55073,30.3012171,33011.05365,583232.1056,33200000,3.00000000006,120000000,66003.94939,824243.9552,33300000,91.0000000005,120000000,66067.39537,823984.1491,33200000,476,0,0,0,0,36380,36340,15.15894222,15.14227488,6,1271,137.5012373,229.2879261,52572.95304,0,0,0,0,1,0,0,0,0,137.5390539,268.9301814,6,36380,0,0,0,0,0,0,1819,489184,1817,10902,3294,3294,1818,20,5863632.333,4482321.645,9355307,809115,14700000,16100000,33200000,5108213
Infiltration,Infiltration,0.52,True,54119,444,6,119991834,5523,5525,2866110,33406,1274,0,518.940793,204.2035303,267,0,6.046334842,3.512317683,24164.27771,92.07293223,10861.93844,112321.3571,9432176,3.00000000006,120000000,21729.77798,158193.1653,9432951,493.000000001,120000000,21721.7529,158125.0232,9432176,582,0,0,0,0,110472,110512,46.02813221,46.04480002,0,1274,262.4233867,294.3120341,86619.57344,0,0,0,1,0,0,0,0,1,262.4471398,518.940793,6.046334842,110472,0,0,0,0,0,0,5523,2866110,5525,33406,8192,3294,5522,20,997842,831471.3076,1585781,409903,8143987.5,1821773.648,9432176,6855799
PortScan,DoS Hulk,0.76,False,57200,80,6,2450,5,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,2040.816327,612.5,723.1000392,1691,166,2450,612.5,723.1000392,1691,166.000000001,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,159.999999998,0,2040.816327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159.999999998,0,0,0,0,0,0,5,0,0,1.70985003933e-10,251,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
PortScan,DoS Hulk,0.97,False,57090,80,6,19519,6,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,307.3927968,3903.8,8211.59462,18591,4.00000000003,19519,3903.8,8211.59462,18591,4.0000000007,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,191.999999999,0,307.3927968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191.999999999,0,0,0,0,0,0,6,0,0,1.70985003933e-10,251,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
PortScan,PortScan,1,True,36100,10626,6,49.0000000019,1,1,0,6.00000000022,0,0,0,0,6,6,6,0,122448.9796,40816.32653,49.0000000002,4.65661287308e-10,49.0000000019,49.0000000002,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,39.9999999978,19.9999999999,20408.16327,20408.16327,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,39.9999999978,0,0,0,0,0,0,1,0,1,6.00000000001,29200,0,0,39.9999999999,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
PortScan,PortScan,1,True,33562,34571,6,47,1,1,2,6.00000000022,2,2,2,0,6,6,6,0,170212.766,42553.19149,47,4.65661287308e-10,47,47,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,23.9999999983,19.9999999999,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.33333333308,0,0,0,1,0,0,0,0,1,5,2,6,23.9999999983,0,0,0,0,0,0,1,2,1,6.00000000001,1024,0,0,24,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
PortScan,PortScan,1,True,37396,65389,6,62,1,1,0,6.00000000022,0,0,0,0,6,6,6,0,96774.19355,32258.06452,62,4.65661287308e-10,62,62.0000000001,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,39.9999999978,19.9999999999,16129.03226,16129.03226,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,39.9999999978,0,0,0,0,0,0,1,0,1,6.00000000001,29200,0,0,39.9999999999,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
PortScan,PortScan,1,True,55191,8011,6,53.0000000019,1,1,2,6.00000000022,2,2,2,0,6,6,6,0,150943.3962,37735.84906,53.0000000005,4.65661287308e-10,53,53.0000000001,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,23.9999999983,19.9999999999,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.33333333308,0,0,0,1,0,0,0,0,1,5,2,6,23.9999999983,0,0,0,0,0,0,1,2,1,6.00000000001,1024,0,0,24,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
PortScan,PortScan,1,True,60188,902,6,92,1,1,0,6.00000000022,0,0,0,0,6,6,6,0,65217.3913,21739.13043,92.0000000002,4.65661287308e-10,92,92.0000000002,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,39.9999999978,19.9999999999,10869.56522,10869.56522,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,39.9999999978,0,0,0,0,0,0,1,0,1,6.00000000001,29200,0,0,39.9999999999,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
SSH-Patator,BENIGN,0.42,False,46726,22,6,5.00000000186,3,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,600000,2.5,0.707106781192,3,2.00000000012,5,2.50000000047,0.707106781658,3.00000000186,2,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,107.999999998,0,600000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,107.999999998,0,0,0,0,0,0,3,0,0,1.70985003933e-10,259,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
SSH-Patator,BENIGN,0.6,False,52358,22,6,404.000000002,2,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,4950.49505,404,4.65661287308e-10,404,404,404,404,0,404,404,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,63.9999999992,0,4950.49505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.9999999992,0,0,0,0,0,0,2,0,0,1.70985003933e-10,259,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
SSH-Patator,SSH-Patator,1,True,48252,22,6,13778089,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,344.968014101,3.84668730199,264963.25,720448.5657,2695309,3.00000000006,11400000,571479.35,1012218.131,2770006,364,13800000,444450.2581,894442.7602,2695309,3.00000000012,0,0,0,0,679.999999999,1032,1.52415912,2.322528182,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,679.999999999,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
SSH-Patator,SSH-Patator,1,True,48456,22,6,62,1,1,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,32258.06452,62,4.65661287308e-10,62,62.0000000001,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,31.9999999981,31.9999999999,16129.03226,16129.03226,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,31.9999999981,0,0,0,0,0,0,1,0,1,1.70985003933e-10,259,247,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
SSH-Patator,SSH-Patator,1,True,49324,22,6,11865754,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,400.564515301,4.46663566399,228187.5769,614400.2872,2252210,3.00000000006,10000000,501451.7,883303.0096,2312063,439,11900000,382761.3226,762022.8311,2252210,3.00000000012,0,0,0,0,679.999999999,1032,1.76979903701,2.696836627,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,679.999999999,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
SSH-Patator,SSH-Patator,1,True,47674,22,6,12512169,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,379.870188802,4.31579848401,236078.6604,650318.6097,2572459,1.00000000015,9897153,471293,858137.7425,2232284,241,12500000,403614.4516,814448.5099,2572459,1.00000000047,0,0,0,0,711.999999998,1032,1.758288271,2.557510213,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,711.999999998,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
SSH-Patator,SSH-Patator,1,True,51720,22,6,10549291,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,450.551605801,5.213620517,195357.2407,531381.8251,1960226,3.00000000006,8777150,417959.5238,752826.6873,2022153,4.0000000007,10500000,329663.1562,661324.9712,1960226,3.00000000012,0,0,0,0,711.999999998,1064,2.08544820702,3.12817231,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,91.27272727,83.18181818,711.999999998,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Web Attack  Brute Force,Web Attack  XSS,0.59,False,56922,80,6,5464853,3,1,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.731950155008,1821617.667,3154374.865,5463976,96.0000000001,5464853,2732426.5,3862994.349,5463976,877,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,103.999999998,39.9999999999,0.548962615998,0.182987539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103.999999998,0,0,0,0,0,0,3,0,1,1.70985003933e-10,29200,28960,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Web Attack  Brute Force,BENIGN,0.86,False,44634,80,6,20847788,83,43,16995,36979,602,0,204.7590361,224.3032894,7240,0,859.9767442,1081.10793,2588.95572,6.043806662,166782.304,499168.9413,1965189,64,20800000,254241.3171,599171.8212,1965189,274.000000001,19300000,458708.1667,774043.8345,2005596,66.0000000001,0,0,0,0,2664,1384,3.98123772202,2.06256894,0,7240,424.992126,721.3159215,520296.6587,0,0,0,1,0,0,0,0,0,428.3650794,204.7590361,859.9767442,2664,0,0,0,0,0,0,83,16995,43,36979,29200,597,40,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Web Attack  Brute Force,Web Attack  Brute Force,0.93,True,46642,80,6,5783696,3,1,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.691599282014,1927898.667,3338461.552,5782822,117,5783696,2891848,4088454.639,5782822,874,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,103.999999998,39.9999999999,0.518699460998,0.172899820001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103.999999998,0,0,0,0,0,0,3,0,1,1.70985003933e-10,29200,28960,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Web Attack  Brute Force,Web Attack  Brute Force,0.89,True,47382,80,6,5348426,3,1,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.747883583012,1782808.667,3087194.672,5347594,117,5348426,2674213,3780731.668,5347594,832,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,103.999999998,39.9999999999,0.560912687011,0.186970896003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,103.999999998,0,0,0,0,0,0,3,0,1,1.70985003933e-10,29200,28960,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
